tau_d0,tau_v,tau_x0,g_d,g_x,gphi_d,gp_d,gphi_x,gp_x,kvd,kdv,kx_d,kx_v,ksx,phase_bias,light_amp,v_light_boost,score,diagnostic_compromise_score,lomb_scargle_selection_score
23.959188627026233,24.032896157458122,23.424059198396847,7.994471106801864,33.61079695293627,-1.8901263880436137,0.0582106248676755,1.912620030092253,-0.37865675723483405,0.016,0.012424951558233189,0.3985972506714376,0.19778097531322766,0.3654192872470772,0.0,0.3394456257150647,18.350755904385736,7298523.107000321,14.664689183728155,14.664689183728155
