gphi_d,gp_d,weighted_sse
-3.035959721376947,-0.05845604179899119,139.51240621152485
-2.93179305471028,-0.05845604179899119,123.56414067671146
-2.8276263880436137,-0.05845604179899119,124.15544497573973
-2.723459721376947,-0.05845604179899119,115.3000517068185
-2.61929305471028,-0.05845604179899119,101.73114217366575
-2.5151263880436137,-0.05845604179899119,93.69887669198353
-2.4109597213769467,-0.05845604179899119,83.99398188155895
-2.30679305471028,-0.05845604179899119,74.4997618407738
-2.2026263880436137,-0.05845604179899119,71.12947126421724
-2.0984597213769467,-0.05845604179899119,64.73923129166273
-1.9942930547102802,-0.05845604179899119,62.08870779603887
-1.8901263880436137,-0.05845604179899119,59.36615393707319
-1.785959721376947,-0.05845604179899119,57.76116313372231
-1.6817930547102802,-0.05845604179899119,58.135712990134536
-1.5776263880436137,-0.05845604179899119,59.01090324633744
-1.473459721376947,-0.05845604179899119,60.956593402984595
-1.3692930547102802,-0.05845604179899119,63.9535363847338
-1.2651263880436137,-0.05845604179899119,61.47965798854356
-1.160959721376947,-0.05845604179899119,65.04719468197658
-1.0567930547102802,-0.05845604179899119,70.5405266927758
-0.9526263880436137,-0.05845604179899119,74.82113651311073
-0.8484597213769467,-0.05845604179899119,81.65899034923959
-0.7442930547102802,-0.05845604179899119,89.04630614250189
-0.6401263880436137,-0.05845604179899119,95.53610007760896
-3.1401263880436137,-0.029289375132324547,145.80079282592772
-3.035959721376947,-0.029289375132324547,124.60307763765714
-2.93179305471028,-0.029289375132324547,108.2204112943449
-2.8276263880436137,-0.029289375132324547,107.96682811420841
-2.723459721376947,-0.029289375132324547,101.12535729060097
-2.61929305471028,-0.029289375132324547,89.97711485011779
-2.5151263880436137,-0.029289375132324547,80.23657927301957
-2.4109597213769467,-0.029289375132324547,73.03121511506328
-2.30679305471028,-0.029289375132324547,64.46791202674461
-2.2026263880436137,-0.029289375132324547,60.95208825684617
-2.0984597213769467,-0.029289375132324547,55.34769382913821
-1.9942930547102802,-0.029289375132324547,52.64289907553335
-1.8901263880436137,-0.029289375132324547,51.36590529682645
-1.785959721376947,-0.029289375132324547,51.15215038208575
-1.6817930547102802,-0.029289375132324547,51.84953718247255
-1.5776263880436137,-0.029289375132324547,52.46765536130077
-1.473459721376947,-0.029289375132324547,55.16972339303066
-1.3692930547102802,-0.029289375132324547,58.97890691798732
-1.2651263880436137,-0.029289375132324547,56.52573328973122
-1.160959721376947,-0.029289375132324547,61.47307311072869
-1.0567930547102802,-0.029289375132324547,67.66307243223778
-0.9526263880436137,-0.029289375132324547,72.01698201712547
-0.8484597213769467,-0.029289375132324547,78.97250945133788
-0.7442930547102802,-0.029289375132324547,86.72342208484945
-0.6401263880436137,-0.029289375132324547,93.89367212951983
-3.1401263880436137,-0.00012270846565787252,131.7970660420035
-3.035959721376947,-0.00012270846565787252,108.81992645152582
-2.93179305471028,-0.00012270846565787252,92.75679768652934
-2.8276263880436137,-0.00012270846565787252,93.730489786319
-2.723459721376947,-0.00012270846565787252,90.0254256514362
-2.61929305471028,-0.00012270846565787252,78.44123427258802
-2.5151263880436137,-0.00012270846565787252,69.75779191272918
-2.4109597213769467,-0.00012270846565787252,62.34331092766441
-2.30679305471028,-0.00012270846565787252,56.2474221052478
-2.2026263880436137,-0.00012270846565787252,52.40059858679993
-2.0984597213769467,-0.00012270846565787252,48.94283507177861
-1.9942930547102802,-0.00012270846565787252,45.61888057734815
-1.8901263880436137,-0.00012270846565787252,45.140053935118964
-1.785959721376947,-0.00012270846565787252,45.44563312239798
-1.6817930547102802,-0.00012270846565787252,46.327566145828534
-1.5776263880436137,-0.00012270846565787252,48.25335314066347
-1.473459721376947,-0.00012270846565787252,51.181485635644016
-1.3692930547102802,-0.00012270846565787252,55.29410612454225
-1.2651263880436137,-0.00012270846565787252,53.0097004933015
-1.160959721376947,-0.00012270846565787252,58.77379420189174
-1.0567930547102802,-0.00012270846565787252,65.28892866506783
