condition,K_VD_rad_h,phi_star_rad,stability,delta_omega_rad_h,K_DV_rad_h
SP,0.0012024048096192384,-3.1240957985786073,stable,0.0001963492545675738,0.012424951558233189
SP,0.0013026052104208416,-0.017654499197490736,unstable,0.0001963492545675738,0.012424951558233189
SP,0.0013026052104208416,-3.1239381543923024,stable,0.0001963492545675738,0.012424951558233189
SP,0.0014028056112224449,-0.01781501006609565,unstable,0.0001963492545675738,0.012424951558233189
SP,0.0014028056112224449,-3.123777643523697,stable,0.0001963492545675738,0.012424951558233189
SP,0.001503006012024048,-0.017978466532554194,unstable,0.0001963492545675738,0.012424951558233189
SP,0.001503006012024048,-3.123614187057239,stable,0.0001963492545675738,0.012424951558233189
SP,0.0016032064128256513,-0.01814495043597919,unstable,0.0001963492545675738,0.012424951558233189
SP,0.0016032064128256513,-3.123447703153814,stable,0.0001963492545675738,0.012424951558233189
SP,0.0017034068136272545,-0.01831454667570087,unstable,0.0001963492545675738,0.012424951558233189
SP,0.0017034068136272545,-3.1232781069140927,stable,0.0001963492545675738,0.012424951558233189
SP,0.0018036072144288577,-0.0184873433556616,unstable,0.0001963492545675738,0.012424951558233189
SP,0.0018036072144288577,-3.1231053102341315,stable,0.0001963492545675738,0.012424951558233189
SP,0.001903807615230461,-0.018663431937070207,unstable,0.0001963492545675738,0.012424951558233189
SP,0.001903807615230461,-3.122929221652723,stable,0.0001963492545675738,0.012424951558233189
SP,0.002004008016032064,-0.018842907399860387,unstable,0.0001963492545675738,0.012424951558233189
SP,0.002004008016032064,-3.1227497461899327,stable,0.0001963492545675738,0.012424951558233189
SP,0.002104208416833667,-0.01902586841356335,unstable,0.0001963492545675738,0.012424951558233189
SP,0.002104208416833667,-3.1225667851762298,stable,0.0001963492545675738,0.012424951558233189
SP,0.0022044088176352704,-0.019212417518232883,unstable,0.0001963492545675738,0.012424951558233189
SP,0.0022044088176352704,-3.1223802360715602,stable,0.0001963492545675738,0.012424951558233189
SP,0.0023046092184368736,-0.019402661316124004,unstable,0.0001963492545675738,0.012424951558233189
SP,0.0023046092184368736,-3.122189992273669,stable,0.0001963492545675738,0.012424951558233189
SP,0.002404809619238477,-0.019596710674878004,unstable,0.0001963492545675738,0.012424951558233189
SP,0.002404809619238477,-3.121995942914915,stable,0.0001963492545675738,0.012424951558233189
SP,0.00250501002004008,-0.01979468094302428,unstable,0.0001963492545675738,0.012424951558233189
SP,0.00250501002004008,-3.1217979726467693,stable,0.0001963492545675738,0.012424951558233189
SP,0.0026052104208416833,-0.01999669217868627,unstable,0.0001963492545675738,0.012424951558233189
SP,0.0026052104208416833,-3.1215959614111064,stable,0.0001963492545675738,0.012424951558233189
SP,0.0027054108216432865,-0.020202869392436096,unstable,0.0001963492545675738,0.012424951558233189
SP,0.0027054108216432865,-3.1213897841973566,stable,0.0001963492545675738,0.012424951558233189
SP,0.0028056112224448897,-0.020413342805337464,unstable,0.0001963492545675738,0.012424951558233189
SP,0.0028056112224448897,-3.1211793107844557,stable,0.0001963492545675738,0.012424951558233189
SP,0.002905811623246493,-0.02062824812329378,unstable,0.0001963492545675738,0.012424951558233189
SP,0.002905811623246493,-3.1209644054664993,stable,0.0001963492545675738,0.012424951558233189
SP,0.003006012024048096,-0.02084772682891467,unstable,0.0001963492545675738,0.012424951558233189
SP,0.003006012024048096,-3.120744926760878,stable,0.0001963492545675738,0.012424951558233189
SP,0.0031062124248496994,-0.02107192649222167,unstable,0.0001963492545675738,0.012424951558233189
SP,0.0031062124248496994,-3.1205207270975714,stable,0.0001963492545675738,0.012424951558233189
SP,0.0032064128256513026,-0.021301001101630135,unstable,0.0001963492545675738,0.012424951558233189
SP,0.0032064128256513026,-3.120291652488163,stable,0.0001963492545675738,0.012424951558233189
SP,0.003306613226452906,-0.02153511141676301,unstable,0.0001963492545675738,0.012424951558233189
SP,0.003306613226452906,-3.12005754217303,stable,0.0001963492545675738,0.012424951558233189
SP,0.003406813627254509,-0.02177442534479823,unstable,0.0001963492545675738,0.012424951558233189
SP,0.003406813627254509,-3.119818228244995,stable,0.0001963492545675738,0.012424951558233189
SP,0.0035070140280561123,-0.02201911834220116,unstable,0.0001963492545675738,0.012424951558233189
